field_1,Date,Latitude,Longitude,water_temp
3536,3/8/1997,40.17667,-77.18507,12
3537,3/8/1997,40.17999,-77.18692,10.8
3538,3/8/1997,40.18844,-77.18606,10
3539,3/8/1997,40.19528,-77.18423,11.5
3540,3/8/1997,40.20792,-77.18104,11.2
3541,3/8/1997,40.21418,-77.16883,11
3542,3/8/1997,40.21847,-77.16003,11
3543,3/8/1997,40.22429,-77.14928,11
3544,3/8/1998,40.17663,-77.18537,10.8
3545,3/8/1998,40.23487,-77.14193,10.7
3546,3/8/1998,40.17667,-77.18507,11
3547,3/8/1998,40.17999,-77.18692,10.7
3548,3/8/1998,40.18844,-77.18606,11.1
3549,3/8/1998,40.19528,-77.18423,11.5
3550,3/8/1998,40.20792,-77.18104,10.8
3551,3/8/1998,40.21418,-77.16883,10.8
3552,3/8/1998,40.21847,-77.16003,10.9
3553,3/8/1998,40.22429,-77.14928,10.9
3554,3/8/1999,40.17663,-77.18537,12
3555,3/8/1999,40.23487,-77.14193,12.4
3556,3/8/1999,40.17667,-77.18507,12
3557,3/8/1999,40.17999,-77.18692,12
3558,3/8/1999,40.18844,-77.18606,12.1
3559,3/8/1999,40.19528,-77.18423,12.1
3560,3/8/1999,40.20792,-77.18104,12.2
3561,3/8/1999,40.21418,-77.16883,12.2
3562,3/8/1999,40.21847,-77.16003,12.3
3563,3/8/1999,40.22429,-77.14928,12.2
3564,3/8/2008,40.17663,-77.18537,10.6
3565,3/8/2008,40.23487,-77.14193,10.1
3566,3/8/2008,40.17667,-77.18507,10.6
3567,3/8/2008,40.17999,-77.18692,10.4
3568,3/8/2008,40.18844,-77.18606,10.4
3569,3/8/2008,40.19528,-77.18423,10.4
3570,3/8/2008,40.20792,-77.18104,10.3
3571,3/8/2008,40.21418,-77.16883,10.5
3572,3/8/2008,40.21847,-77.16003,10.3
3573,3/8/2008,40.22429,-77.14928,10.3
3574,3/8/2008,40.19568,-77.18767,12.3
3575,3/8/2008,40.19608,-77.18518,11.8
3576,3/8/2008,40.19588,-77.18745,11.1
3577,3/8/2017,40.17663,-77.18537,10.3
3578,3/8/2017,40.23487,-77.14193,11.2
3579,3/8/2017,40.17667,-77.18507,11.6
3580,3/8/2017,40.17999,-77.18692,10.5
3581,3/8/2017,40.19528,-77.18423,11.6
3582,3/8/2017,40.20792,-77.18104,11.2
3583,3/8/2017,40.22429,-77.14928,11.5
3584,3/9/2009,40.17663,-77.18537,12.8
3585,3/9/2009,40.23487,-77.14193,12.2
3586,3/9/2009,40.17667,-77.18507,13.8
3587,3/9/2009,40.17999,-77.18692,12.8
3588,3/9/2009,40.18844,-77.18606,14
3589,3/9/2009,40.19528,-77.18423,12.3
3590,3/9/2009,40.20792,-77.18104,12.8
3591,3/9/2009,40.21418,-77.16883,11.7
3592,3/9/2009,40.21847,-77.16003,11.9
3593,3/9/2009,40.22429,-77.14928,12.1
3594,3/9/2009,40.19568,-77.18767,19.7
3595,3/9/2009,40.19608,-77.18518,15.1
3596,3/9/2009,40.19588,-77.18745,15.1
3606,3/12/2010,40.17663,-77.18537,11.7
3607,3/12/2010,40.23487,-77.14193,11.3
3608,3/12/2010,40.17667,-77.18507,12.1
3609,3/12/2010,40.17999,-77.18692,11.7
3610,3/12/2010,40.18844,-77.18606,12.1
3611,3/12/2010,40.19528,-77.18423,12.2
3612,3/12/2010,40.20792,-77.18104,11.8
3613,3/12/2010,40.21418,-77.16883,11.5
3614,3/12/2010,40.21847,-77.16003,11.52
3615,3/12/2010,40.22429,-77.14928,11.2
3616,3/12/2010,40.19568,-77.18767,13.2
3617,3/12/2010,40.19608,-77.18518,13.7
3618,3/12/2010,40.19588,-77.18745,12.6
3647,3/21/2006,40.17663,-77.18537,11.8
3648,3/21/2006,40.23487,-77.14193,9.8
3649,3/21/2006,40.17667,-77.18507,12.1
3650,3/21/2006,40.17999,-77.18692,11.7
3651,3/21/2006,40.18844,-77.18606,11.6
3652,3/21/2006,40.19528,-77.18423,11.2
3653,3/21/2006,40.20792,-77.18104,10.5
3654,3/21/2006,40.21418,-77.16883,10.1
3655,3/21/2006,40.21847,-77.16003,9.8
3656,3/21/2006,40.22429,-77.14928,9.8
3657,3/21/2006,40.19568,-77.18767,9
3658,3/21/2006,40.19608,-77.18518,7.9
3659,3/21/2006,40.19588,-77.18745,8.1
3660,3/22/2005,40.17663,-77.18537,12.9
3661,3/22/2005,40.23487,-77.14193,13
3662,3/22/2005,40.17667,-77.18507,13.7
3663,3/22/2005,40.17999,-77.18692,12.8
3664,3/22/2005,40.18844,-77.18606,13.5
3665,3/22/2005,40.19528,-77.18423,14
3666,3/22/2005,40.20792,-77.18104,13.7
3667,3/22/2005,40.21418,-77.16883,13.1
3668,3/22/2005,40.21847,-77.16003,13
3669,3/22/2005,40.22429,-77.14928,13.1
3670,3/22/2005,40.19568,-77.18767,16.2
3671,3/22/2005,40.19608,-77.18518,18.5
3672,3/22/2005,40.19588,-77.18745,17
3681,3/23/2004,40.17663,-77.18537,12.4
3682,3/23/2004,40.23487,-77.14193,11.9
3683,3/23/2004,40.17667,-77.18507,12.9
3684,3/23/2004,40.17999,-77.18692,12.3
3685,3/23/2004,40.18844,-77.18606,12.9
3686,3/23/2004,40.19528,-77.18423,13.2
3687,3/23/2004,40.20792,-77.18104,12.8
3688,3/23/2004,40.21418,-77.16883,12.4
3689,3/23/2004,40.21847,-77.16003,12.2
3690,3/23/2004,40.22429,-77.14928,12.1
3691,3/23/2004,40.19568,-77.18767,13.9
3692,3/23/2004,40.19608,-77.18518,15
3697,3/25/2003,40.17663,-77.18537,13.2
3698,3/25/2003,40.23487,-77.14193,14.5
3699,3/25/2003,40.17667,-77.18507,13.9
3700,3/25/2003,40.17999,-77.18692,13.7
3701,3/25/2003,40.18844,-77.18606,14.5
3702,3/25/2003,40.19528,-77.18423,15
3703,3/25/2003,40.20792,-77.18104,15
3704,3/25/2003,40.21418,-77.16883,14.6
3705,3/25/2003,40.21847,-77.16003,14.6
3706,3/25/2003,40.22429,-77.14928,14.7
3707,3/25/2003,40.19568,-77.18767,13.3
3708,3/25/2003,40.19608,-77.18518,14.5
3709,3/26/2001,40.17663,-77.18537,11.8
3710,3/26/2001,40.23487,-77.14193,10.9
3711,3/26/2001,40.17667,-77.18507,11.9
3712,3/26/2001,40.17999,-77.18692,11.3
3713,3/26/2001,40.18844,-77.18606,11.9
3714,3/26/2001,40.19528,-77.18423,12.1
3715,3/26/2001,40.20792,-77.18104,11.6
3716,3/26/2001,40.21418,-77.16883,11.3
3717,3/26/2001,40.21847,-77.16003,10.9
3718,3/26/2001,40.22429,-77.14928,10.9
3719,3/26/2001,40.19568,-77.18767,11.9
3720,3/26/2001,40.19608,-77.18518,13.6
3721,3/26/2002,40.17663,-77.18537,10.3
3722,3/26/2002,40.23487,-77.14193,8.4
3723,3/26/2002,40.17667,-77.18507,8.3
3724,3/26/2002,40.17999,-77.18692,9.7
3725,3/26/2002,40.18844,-77.18606,9.1
3726,3/26/2002,40.19528,-77.18423,8.9
3727,3/26/2002,40.20792,-77.18104,8.2
3728,3/26/2002,40.21418,-77.16883,8.7
3729,3/26/2002,40.21847,-77.16003,8.6
3730,3/26/2002,40.22429,-77.14928,8.8
3731,3/26/2002,40.19608,-77.18518,6.7
3734,3/28/2000,40.17663,-77.18537,11
3735,3/28/2000,40.23487,-77.14193,13
3736,3/28/2000,40.17667,-77.18507,12
3737,3/28/2000,40.17999,-77.18692,12
3738,3/28/2000,40.18844,-77.18606,13
3739,3/28/2000,40.19528,-77.18423,13
3740,3/28/2000,40.20792,-77.18104,14
3741,3/28/2000,40.21418,-77.16883,13
3742,3/28/2000,40.21847,-77.16003,13
3743,3/28/2000,40.22429,-77.14928,13
3744,3/30/2011,40.17663,-77.18537,10.8
3745,3/30/2011,40.23487,-77.14193,10.2
3746,3/30/2011,40.17667,-77.18507,10.9
3747,3/30/2011,40.17999,-77.18692,10.7
3748,3/30/2011,40.18844,-77.18606,10.8
3749,3/30/2011,40.19528,-77.18423,11.1
3750,3/30/2011,40.20792,-77.18104,10.9
3751,3/30/2011,40.21418,-77.16883,10.5
3752,3/30/2011,40.21847,-77.16003,10.2
3753,3/30/2011,40.22429,-77.14928,10.2
3754,3/30/2011,40.19568,-77.18767,12.1
3755,3/30/2011,40.19608,-77.18518,12
3756,3/30/2011,40.19588,-77.18745,9.1
3758,4/1/1993,40.17663,-77.18537,13.25
3759,4/1/1993,40.23487,-77.14193,13.5
3760,4/1/1993,40.17667,-77.18507,13.5
3761,4/1/1993,40.17999,-77.18692,13.85
3762,4/1/1993,40.18844,-77.18606,14.25
3763,4/1/1993,40.19528,-77.18423,13.5
3764,4/1/1993,40.20792,-77.18104,13.5
3765,4/1/1993,40.21418,-77.16883,13.25
3766,4/1/1993,40.21847,-77.16003,13.5
3767,4/1/1993,40.22429,-77.14928,13.5
3772,4/3/2019,40.17999,-77.18692,12.8
3773,4/3/2019,40.17667,-77.18507,13.7
3774,4/3/2019,40.17663,-77.18537,12.7
3775,4/3/2019,40.19528,-77.18423,13.9
3776,4/3/2019,40.20792,-77.18104,13.2
3777,4/3/2019,40.22429,-77.14928,13.3
3778,4/3/2019,40.23487,-77.14193,13.1
3779,4/6/2016,40.17999,-77.18692,11.9
3780,4/6/2016,40.17667,-77.18507,12.4
3781,4/6/2016,40.17663,-77.18537,11.9
3782,4/6/2016,40.18844,-77.18606,12.2
3783,4/6/2016,40.19528,-77.18423,12.9
3784,4/6/2016,40.20792,-77.18104,12.3
3785,4/6/2016,40.21418,-77.16883,11.7
3786,4/6/2016,40.21847,-77.16003,11.2
3787,4/6/2016,40.22429,-77.14928,11.5
3788,4/6/2016,40.23487,-77.14193,11.3
3789,4/7/2007,40.17663,-77.18537,13.6
3790,4/7/2007,40.23487,-77.14193,16
3791,4/7/2007,40.17667,-77.18507,14.4
3792,4/7/2007,40.17999,-77.18692,14.4
3793,4/7/2007,40.18844,-77.18606,16.4
3794,4/7/2007,40.19528,-77.18423,17.5
3795,4/7/2007,40.20792,-77.18104,16.8
3796,4/7/2007,40.21418,-77.16883,15.5
3797,4/7/2007,40.22429,-77.14928,15.8
3798,4/7/2007,40.19568,-77.18767,15
3799,4/7/2007,40.19608,-77.18518,18.4
3800,4/7/2007,40.19588,-77.18745,17
3801,4/8/1997,40.17663,-77.18537,10.9
3802,4/8/1997,40.23487,-77.14193,11.4
3803,4/8/1997,40.17667,-77.18507,10.9
3804,4/8/1997,40.17999,-77.18692,10.9
3805,4/8/1997,40.18844,-77.18606,11
3806,4/8/1997,40.19528,-77.18423,11
3807,4/8/1997,40.20792,-77.18104,11.1
3808,4/8/1997,40.21418,-77.16883,11.1
3809,4/8/1997,40.21847,-77.16003,11.3
3810,4/8/1997,40.22429,-77.14928,11.3
3811,4/8/1998,40.17663,-77.18537,11.4
3812,4/8/1998,40.23487,-77.14193,13.6
3813,4/8/1998,40.17667,-77.18507,11.4
3814,4/8/1998,40.17999,-77.18692,11.4
3815,4/8/1998,40.18844,-77.18606,11.9
3816,4/8/1998,40.19528,-77.18423,12.3
3817,4/8/1998,40.20792,-77.18104,13.2
3818,4/8/1998,40.21418,-77.16883,13.7
3819,4/8/1998,40.21847,-77.16003,13.6
3820,4/8/1998,40.22429,-77.14928,13.6
3821,4/8/1999,40.17663,-77.18537,12.5
3822,4/8/1999,40.23487,-77.14193,12.8
3823,4/8/1999,40.17667,-77.18507,12.5
3824,4/8/1999,40.17999,-77.18692,12.6
3825,4/8/1999,40.18844,-77.18606,12.6
3826,4/8/1999,40.19528,-77.18423,12.6
3827,4/8/1999,40.20792,-77.18104,12.7
3828,4/8/1999,40.21418,-77.16883,12.8
3829,4/8/1999,40.21847,-77.16003,12.8
3830,4/8/1999,40.22429,-77.14928,12.8
3831,4/8/2008,40.17663,-77.18537,13.6
3832,4/8/2008,40.23487,-77.14193,15.7
3833,4/8/2008,40.17667,-77.18507,14.6
3834,4/8/2008,40.17999,-77.18692,14.5
3835,4/8/2008,40.18844,-77.18606,15.9
3836,4/8/2008,40.19528,-77.18423,16.6
3837,4/8/2008,40.20792,-77.18104,15.9
3838,4/8/2008,40.21418,-77.16883,14.3
3839,4/8/2008,40.21847,-77.16003,14.8
3840,4/8/2008,40.22429,-77.14928,15.3
3841,4/8/2008,40.19568,-77.18767,14.7
3842,4/8/2008,40.19608,-77.18518,16.5
3843,4/8/2008,40.19588,-77.18745,20.6
3852,4/9/2009,40.17663,-77.18537,12.7
3853,4/9/2009,40.23487,-77.14193,12.9
3854,4/9/2009,40.17667,-77.18507,13.7
3855,4/9/2009,40.17999,-77.18692,13.2
3856,4/9/2009,40.18844,-77.18606,13.7
3857,4/9/2009,40.19528,-77.18423,14.3
3858,4/9/2009,40.20792,-77.18104,13.2
3859,4/9/2009,40.21418,-77.16883,12.4
3860,4/9/2009,40.21847,-77.16003,12.5
3861,4/9/2009,40.22429,-77.14928,12.8
3862,4/9/2009,40.19568,-77.18767,16.2
3863,4/9/2009,40.19608,-77.18518,18.6
3864,4/9/2009,40.19588,-77.18745,17.7
3868,4/11/2010,40.17663,-77.18537,11.8
3869,4/11/2010,40.23487,-77.14193,12.5
3870,4/11/2010,40.17667,-77.18507,12.1
3871,4/11/2010,40.17999,-77.18692,12.3
3872,4/11/2010,40.18844,-77.18606,12.7
3873,4/11/2010,40.19528,-77.18423,12.8
3874,4/11/2010,40.20792,-77.18104,12.6
3875,4/11/2010,40.21418,-77.16883,12.5
3876,4/11/2010,40.21847,-77.16003,12.4
3877,4/11/2010,40.22429,-77.14928,12.5
3878,4/11/2010,40.19568,-77.18767,13.5
3879,4/11/2010,40.19608,-77.18518,14.4
3880,4/11/2010,40.19588,-77.18745,14.7
3881,4/11/2011,40.17663,-77.18537,12.5
3882,4/11/2011,40.23487,-77.14193,12.6
3883,4/11/2011,40.17667,-77.18507,12.6
3884,4/11/2011,40.17999,-77.18692,12.9
3885,4/11/2011,40.18844,-77.18606,12.6
3886,4/11/2011,40.19528,-77.18423,13.2
3887,4/11/2011,40.20792,-77.18104,12.9
3888,4/11/2011,40.21418,-77.16883,12.6
3889,4/11/2011,40.21847,-77.16003,12.7
3890,4/11/2011,40.22429,-77.14928,12.7
3891,4/11/2011,40.19568,-77.18767,13.4
3892,4/11/2011,40.19608,-77.18518,13.4
3893,4/11/2011,40.19588,-77.18745,13.1
3894,4/12/2012,40.17663,-77.18537,12.5
3895,4/12/2012,40.23487,-77.14193,14.4
3896,4/12/2012,40.17667,-77.18507,12.9
3897,4/12/2012,40.17999,-77.18692,12.7
3898,4/12/2012,40.18844,-77.18606,13.5
3899,4/12/2012,40.19528,-77.18423,14.2
3900,4/12/2012,40.20792,-77.18104,13.7
3901,4/12/2012,40.21418,-77.16883,13.7
3902,4/12/2012,40.21847,-77.16003,13.8
3903,4/12/2012,40.22429,-77.14928,14
3904,4/12/2017,40.17663,-77.18537,14.1
3905,4/12/2017,40.23487,-77.14193,16.5
3906,4/12/2017,40.17667,-77.18507,15.4
3907,4/12/2017,40.17999,-77.18692,14.4
3908,4/12/2017,40.19528,-77.18423,17.1
3909,4/12/2017,40.20792,-77.18104,16
3910,4/12/2017,40.22429,-77.14928,16
3913,4/13/2004,40.17663,-77.18537,10.5
3914,4/13/2004,40.23487,-77.14193,9.8
3915,4/13/2004,40.17667,-77.18507,10.3
3916,4/13/2004,40.17999,-77.18692,10.4
3917,4/13/2004,40.18844,-77.18606,10.4
3918,4/13/2004,40.19528,-77.18423,10.3
3919,4/13/2004,40.20792,-77.18104,10.1
3920,4/13/2004,40.21418,-77.16883,10.4
3921,4/13/2004,40.21847,-77.16003,10.2
3922,4/13/2004,40.22429,-77.14928,9.9
3923,4/13/2004,40.19568,-77.18767,10.1
3924,4/13/2004,40.19608,-77.18518,9.4
3925,4/13/2013,40.17663,-77.18537,12.7
3926,4/13/2013,40.23487,-77.14193,13.5
3927,4/13/2013,40.17667,-77.18507,13.9
3928,4/13/2013,40.17999,-77.18692,13
3929,4/13/2013,40.18844,-77.18606,14.5
3930,4/13/2013,40.19528,-77.18423,14.43
3931,4/13/2013,40.20792,-77.18104,13.4
3932,4/13/2013,40.21418,-77.16883,12.6
3933,4/13/2013,40.21847,-77.16003,12.9
3934,4/13/2013,40.22429,-77.14928,13.5
3954,4/17/2015,40.17663,-77.18537,13.6
3955,4/17/2015,40.17667,-77.18507,15
3956,4/17/2015,40.17999,-77.18692,14.3
3957,4/17/2015,40.18844,-77.18606,15.6
3958,4/17/2015,40.19528,-77.18423,16.4
3959,4/17/2015,40.20792,-77.18104,16.2
3960,4/17/2015,40.21418,-77.16883,15.6
3961,4/17/2015,40.21847,-77.16003,15.8
3962,4/17/2015,40.22429,-77.14928,16.2
3963,4/17/2015,40.23487,-77.14193,16.5
3964,4/18/2005,40.17663,-77.18537,13.6
3965,4/18/2005,40.23487,-77.14193,15.7
3966,4/18/2005,40.17667,-77.18507,14.4
3967,4/18/2005,40.17999,-77.18692,14.2
3968,4/18/2005,40.18844,-77.18606,15.1
3969,4/18/2005,40.19528,-77.18423,15.8
3970,4/18/2005,40.20792,-77.18104,15.8
3971,4/18/2005,40.21418,-77.16883,15.5
3972,4/18/2005,40.21847,-77.16003,15.4
3973,4/18/2005,40.22429,-77.14928,15.4
3974,4/18/2005,40.19568,-77.18767,14.5
3975,4/18/2005,40.19608,-77.18518,17.2
3976,4/18/2005,40.19588,-77.18745,15.8
3977,4/18/2006,40.17663,-77.18537,14.3
3978,4/18/2006,40.23487,-77.14193,17.1
3979,4/18/2006,40.17667,-77.18507,16.3
3980,4/18/2006,40.17999,-77.18692,15.2
3981,4/18/2006,40.18844,-77.18606,17
3982,4/18/2006,40.19528,-77.18423,17.8
3983,4/18/2006,40.20792,-77.18104,17.5
3984,4/18/2006,40.21418,-77.16883,16.5
3985,4/18/2006,40.21847,-77.16003,16.2
3986,4/18/2006,40.22429,-77.14928,16.5
3987,4/18/2006,40.19568,-77.18767,28.7
3988,4/18/2006,40.19608,-77.18518,21.3
3989,4/18/2006,40.19588,-77.18745,27
3990,4/18/2014,40.23487,-77.14193,13
3991,4/18/2014,40.18844,-77.18606,13.1
3992,4/18/2014,40.21847,-77.16003,12.7
3993,4/18/2014,40.17663,-77.18537,12.5
3994,4/18/2014,40.17667,-77.18507,12.7
3995,4/18/2014,40.17999,-77.18692,12.8
3996,4/18/2014,40.19528,-77.18423,13.6
3997,4/18/2014,40.20792,-77.18104,13
3998,4/18/2014,40.21418,-77.16883,12.7
3999,4/18/2014,40.22429,-77.14928,12.8
4000,4/18/2018,40.17999,-77.18692,10.7
4001,4/18/2018,40.17667,-77.18507,10.5
4002,4/18/2018,40.17663,-77.18537,10.7
4003,4/18/2018,40.19528,-77.18423,9.9
4004,4/18/2018,40.20792,-77.18104,9.8
4005,4/18/2018,40.22429,-77.14928,9.8
4006,4/18/2018,40.23487,-77.14193,9.6
4029,4/24/2000,40.17663,-77.18537,11.2
4030,4/24/2000,40.23487,-77.14193,13.1
4031,4/24/2000,40.17667,-77.18507,13
4032,4/24/2000,40.17999,-77.18692,13
4033,4/24/2000,40.18844,-77.18606,13.2
4034,4/24/2000,40.19528,-77.18423,14
4035,4/24/2000,40.20792,-77.18104,14
4036,4/24/2000,40.21418,-77.16883,15
4037,4/24/2000,40.21847,-77.16003,13
4038,4/24/2000,40.22429,-77.14928,13
4039,4/24/2002,40.17663,-77.18537,14.3
4040,4/24/2002,40.23487,-77.14193,16.8
4041,4/24/2002,40.17667,-77.18507,17.5
4042,4/24/2002,40.17999,-77.18692,15.6
4043,4/24/2002,40.18844,-77.18606,17.4
4044,4/24/2002,40.19528,-77.18423,18.2
4045,4/24/2002,40.20792,-77.18104,15.9
4046,4/24/2002,40.21418,-77.16883,14.6
4047,4/24/2002,40.21847,-77.16003,15.3
4048,4/24/2002,40.22429,-77.14928,16.1
4049,4/24/2002,40.19568,-77.18767,18
4050,4/24/2002,40.19608,-77.18518,24.7
4058,4/29/2003,40.17663,-77.18537,12.5
4059,4/29/2003,40.23487,-77.14193,15.3
4060,4/29/2003,40.17667,-77.18507,13
4061,4/29/2003,40.17999,-77.18692,13
4062,4/29/2003,40.18844,-77.18606,13.6
4063,4/29/2003,40.19528,-77.18423,14.5
4064,4/29/2003,40.20792,-77.18104,14
4065,4/29/2003,40.21418,-77.16883,14.6
4066,4/29/2003,40.21847,-77.16003,14.6
4067,4/29/2003,40.22429,-77.14928,15.1
4068,4/29/2003,40.19568,-77.18767,15.3
4069,4/29/2003,40.19608,-77.18518,17.6
4070,4/30/2001,40.17663,-77.18537,13.9
4071,4/30/2001,40.23487,-77.14193,16.6
4072,4/30/2001,40.17667,-77.18507,15.7
4073,4/30/2001,40.17999,-77.18692,15.1
4074,4/30/2001,40.18844,-77.18606,16.7
4075,4/30/2001,40.19528,-77.18423,17.2
4076,4/30/2001,40.20792,-77.18104,16.8
4077,4/30/2001,40.21418,-77.16883,14.7
4078,4/30/2001,40.21847,-77.16003,15.8
4079,4/30/2001,40.22429,-77.14928,16.1
4080,4/30/2001,40.19568,-77.18767,13.7
4081,4/30/2001,40.19608,-77.18518,22.3
4082,5/1/1993,40.17663,-77.18537,11.67
4083,5/1/1993,40.23487,-77.14193,13.33
4084,5/1/1993,40.17667,-77.18507,17.75
4085,5/1/1993,40.17999,-77.18692,12.13
4086,5/1/1993,40.18844,-77.18606,12.4
4087,5/1/1993,40.19528,-77.18423,12.33
4088,5/1/1993,40.20792,-77.18104,12.5
4089,5/1/1993,40.21418,-77.16883,12.5
4090,5/1/1993,40.21847,-77.16003,12.63
4091,5/1/1993,40.22429,-77.14928,12.83
4092,5/1/2018,40.17999,-77.18692,14.6
4093,5/1/2018,40.17667,-77.18507,15.5
4094,5/1/2018,40.17663,-77.18537,14.2
4095,5/1/2018,40.19528,-77.18423,17.7
4096,5/1/2018,40.20792,-77.18104,17
4097,5/1/2018,40.22429,-77.14928,16.5
4098,5/1/2018,40.23487,-77.14193,16.4
4099,5/1/2019,40.17999,-77.18692,11.9
4100,5/1/2019,40.17667,-77.18507,12.2
4101,5/1/2019,40.17663,-77.18537,11.5
4102,5/1/2019,40.19528,-77.18423,12.1
4103,5/1/2019,40.20792,-77.18104,12.2
4104,5/1/2019,40.22429,-77.14928,12.7
4105,5/1/2019,40.23487,-77.14193,12.8
4106,5/2/2005,40.17663,-77.18537,12.3
4107,5/2/2005,40.23487,-77.14193,13
4108,5/2/2005,40.17667,-77.18507,12.6
4109,5/2/2005,40.17999,-77.18692,12.6
4110,5/2/2005,40.18844,-77.18606,13.1
4111,5/2/2005,40.19528,-77.18423,13.6
4112,5/2/2005,40.20792,-77.18104,13.2
4113,5/2/2005,40.21418,-77.16883,12.9
4114,5/2/2005,40.21847,-77.16003,13.1
4115,5/2/2005,40.22429,-77.14928,13.2
4116,5/2/2005,40.19568,-77.18767,15.1
4117,5/2/2005,40.19608,-77.18518,17.2
4118,5/2/2005,40.19588,-77.18745,15
4119,5/2/2006,40.17663,-77.18537,14.5
4120,5/2/2006,40.23487,-77.14193,17
4121,5/2/2006,40.17667,-77.18507,16.1
4122,5/2/2006,40.17999,-77.18692,15.6
4123,5/2/2006,40.18844,-77.18606,16.9
4124,5/2/2006,40.19528,-77.18423,17.8
4125,5/2/2006,40.20792,-77.18104,17.6
4126,5/2/2006,40.21418,-77.16883,16.1
4127,5/2/2006,40.21847,-77.16003,16
4128,5/2/2006,40.22429,-77.14928,16.6
4129,5/2/2006,40.19568,-77.18767,25.1
4130,5/2/2006,40.19608,-77.18518,23.4
4131,5/2/2006,40.19588,-77.18745,25.7
4132,5/3/2003,40.17663,-77.18537,11.5
4133,5/3/2003,40.23487,-77.14193,13.8
4134,5/3/2003,40.17667,-77.18507,11.9
4135,5/3/2003,40.17999,-77.18692,11.7
4136,5/3/2003,40.18844,-77.18606,12.2
4137,5/3/2003,40.19528,-77.18423,12.6
4138,5/3/2003,40.20792,-77.18104,13.82
4139,5/3/2003,40.21418,-77.16883,13.1
4140,5/3/2003,40.21847,-77.16003,13.1
4141,5/3/2003,40.22429,-77.14928,16.4
4142,5/3/2003,40.19568,-77.18767,14.5
4143,5/3/2003,40.19608,-77.18518,15
4144,5/3/2017,40.17663,-77.18537,12.7
4145,5/3/2017,40.23487,-77.14193,14.9
4146,5/3/2017,40.17667,-77.18507,13.3
4147,5/3/2017,40.17999,-77.18692,13
4148,5/3/2017,40.19528,-77.18423,15
4149,5/3/2017,40.20792,-77.18104,13.8
4150,5/3/2017,40.22429,-77.14928,14.6
4151,5/4/1996,40.17663,-77.18537,11
4152,5/4/1996,40.23487,-77.14193,12
4153,5/4/1996,40.17667,-77.18507,11
4154,5/4/1996,40.17999,-77.18692,12
4155,5/4/1996,40.18844,-77.18606,12
4156,5/4/1996,40.19528,-77.18423,12
4157,5/4/1996,40.20792,-77.18104,12
4158,5/4/1996,40.21418,-77.16883,12
4159,5/4/1996,40.21847,-77.16003,12
4160,5/4/1996,40.22429,-77.14928,12
4161,5/4/2004,40.17663,-77.18537,12.8
4162,5/4/2004,40.23487,-77.14193,14.7
4163,5/4/2004,40.17667,-77.18507,13.4
4164,5/4/2004,40.17999,-77.18692,13.6
4165,5/4/2004,40.18844,-77.18606,14.3
4166,5/4/2004,40.19528,-77.18423,15
4167,5/4/2004,40.20792,-77.18104,14.8
4168,5/4/2004,40.21418,-77.16883,14.4
4169,5/4/2004,40.21847,-77.16003,14.5
4170,5/4/2004,40.22429,-77.14928,14.6
4171,5/4/2004,40.19568,-77.18767,14.6
4172,5/4/2004,40.19608,-77.18518,16.5
4173,5/4/2004,40.19588,-77.18745,17.6
4174,5/7/2007,40.17663,-77.18537,12
4175,5/7/2007,40.23487,-77.14193,16.2
4176,5/7/2007,40.17667,-77.18507,12.2
4177,5/7/2007,40.17999,-77.18692,12.7
4178,5/7/2007,40.18844,-77.18606,13.1
4179,5/7/2007,40.19528,-77.18423,13
4180,5/7/2007,40.20792,-77.18104,13.1
4181,5/7/2007,40.21418,-77.16883,14
4182,5/7/2007,40.21847,-77.16003,14.7
4183,5/7/2007,40.22429,-77.14928,15.6
4184,5/7/2007,40.19568,-77.18767,21
4185,5/7/2007,40.19608,-77.18518,18.6
4186,5/7/2007,40.19588,-77.18745,20.7
4187,5/8/1997,40.17663,-77.18537,11
4188,5/8/1997,40.23487,-77.14193,11.2
4189,5/8/1997,40.17667,-77.18507,11
4190,5/8/1997,40.17999,-77.18692,11
4191,5/8/1997,40.18844,-77.18606,11.1
4192,5/8/1997,40.19528,-77.18423,11.1
4193,5/8/1997,40.20792,-77.18104,11.3
4194,5/8/1997,40.21418,-77.16883,11.2
4195,5/8/1997,40.21847,-77.16003,11.1
4196,5/8/1997,40.22429,-77.14928,11.3
4197,5/8/1998,40.17663,-77.18537,13
4198,5/8/1998,40.23487,-77.14193,13.5
4199,5/8/1998,40.17667,-77.18507,13
4200,5/8/1998,40.17999,-77.18692,13
4201,5/8/1998,40.18844,-77.18606,13
4202,5/8/1998,40.19528,-77.18423,13.5
4203,5/8/1998,40.20792,-77.18104,13.5
4204,5/8/1998,40.21418,-77.16883,13.3
4205,5/8/1998,40.21847,-77.16003,13.5
4206,5/8/1998,40.22429,-77.14928,13.5
4207,5/8/1999,40.17663,-77.18537,13.5
4208,5/8/1999,40.23487,-77.14193,13.7
4209,5/8/1999,40.17667,-77.18507,13.6
4210,5/8/1999,40.17999,-77.18692,13.5
4211,5/8/1999,40.18844,-77.18606,13.5
4212,5/8/1999,40.19528,-77.18423,13.6
4213,5/8/1999,40.20792,-77.18104,13.6
4214,5/8/1999,40.21418,-77.16883,13.6
4215,5/8/1999,40.21847,-77.16003,13.6
4216,5/8/1999,40.22429,-77.14928,13.5
4217,5/8/2008,40.17663,-77.18537,13
